,2024-06-01,2024-06-02,2024-06-03,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-08,2024-06-09,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-15,2024-06-16,2024-06-17,2024-06-18,2024-06-19,2024-06-20,2024-06-21,2024-06-22,2024-06-23,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28,2024-06-29,2024-06-30,2024-07-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-06,2024-07-07,2024-07-08,2024-07-09,2024-07-10,2024-07-11,2024-07-12,2024-07-13,2024-07-14,2024-07-15,2024-07-16,2024-07-17,2024-07-18,2024-07-19,2024-07-20,2024-07-21,2024-07-22,2024-07-23,2024-07-24,2024-07-25,2024-07-26,2024-07-27,2024-07-28,2024-07-29,2024-07-30,2024-07-31,2024-08-01,2024-08-02,2024-08-03,2024-08-04,2024-08-05,2024-08-06,2024-08-07,2024-08-08,2024-08-09,2024-08-10,2024-08-11,2024-08-12,2024-08-13,2024-08-14,2024-08-15,2024-08-16,2024-08-17,2024-08-18,2024-08-19,2024-08-20,2024-08-21,2024-08-22,2024-08-23,2024-08-24,2024-08-25,2024-08-26,2024-08-27,2024-08-28,2024-08-29
Gite le Randonneur du Mont Blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,2,6,1,0,0,0,4,0,0,0,0,0,0,0,2,0,11,0,0,1,1,4,0,27,0,0,0,0,8,12,12,0,6,0,3,2,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,14,0,0,0,5
Rifugio Monte Bianco CAI Uget,36,23,20,5,0,23,21,11,18,36,20,0,17,31,10,34,14,2,0,2,2,9,27,7,1,0,6,2,1,46,45,0,0,12,3,10,30,20,2,0,0,28,1,30,36,3,0,0,6,1,23,0,2,0,0,15,2,29,27,13,0,0,31,7,28,21,24,0,0,18,8,1,14,0,0,0,26,4,26,1,1,2,17,38,12,46,27,28,0,12
Rifugio G. Bertone,0,0,0,0,0,0,0,2,2,1,1,2,3,21,0,3,3,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hotel Funivia,0,0,0,0,0,0,0,8,0,0,12,8,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hôtel Lavachey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chalet Val Ferret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte Alpage de La Peule,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0
Hotel du Col de Fenêtre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,7,9,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,12,26,14,11,2,11,7,22,15,22,11,4,0,0,0,0,4,0,1,9,0,5,0,0,0,4,0,1,0,12,11,13,0,0,0,7
Gîte La Léchère,0,0,0,20,0,14,2,18,16,19,5,1,20,17,0,8,8,1,0,0,1,13,0,0,0,0,0,7,0,0,0,0,2,1,4,0,2,2,0,4,3,0,7,0,0,3,3,0,3,8,3,2,1,6,6,25,2,16,6,0,6,21,9,17,0,1,2,0,9,0,2,8,7,2,2,15,8,6,0,3,1,6,0,14,19,0,0,0,3,17
Chalet 'Le Dolent',0,0,0,0,0,21,27,0,0,28,26,20,22,0,0,0,22,9,18,0,24,0,0,5,13,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,0,0,0,0,0,0,30
Maya-Joie,0,0,0,0,25,36,0,26,32,20,16,0,0,6,32,17,12,0,0,0,5,17,11,0,0,0,0,18,15,4,0,0,0,0,0,0,9,0,0,0,0,19,11,0,0,9,0,0,15,13,13,0,0,0,0,26,23,11,0,0,2,0,0,28,5,0,0,1,0,19,25,8,0,0,0,0,27,20,0,0,0,0,0,16,14,0,0,0,22,0
Auberge des Glaciers,0,0,49,51,45,52,51,35,37,45,44,46,31,47,48,50,36,12,5,13,32,22,29,12,1,0,7,28,31,12,0,0,0,12,0,13,13,0,0,0,0,20,31,0,0,0,0,0,13,0,21,0,0,0,3,33,7,11,4,31,9,15,23,30,30,1,10,5,12,17,13,11,2,8,1,15,15,17,29,9,9,14,14,31,21,32,1,13,22,27
Gîte de La Fouly,0,17,15,17,13,15,10,0,0,12,10,15,6,13,8,1,0,0,2,0,3,3,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,7,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,6,2,6
Hôtel Edelweiss,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,21,25,7,1,3,11,8,12,0,0,3,1,4,7,0,0,0,0,0,0,11,4,0,0,0,0,3,0,6,0,0,6,6,0,10,16,0,0,1,4,7,2,4,0,4,2,12,13,6,10,6,0,0,1,15,0,5,4,3,0,5,4,18,8,0,0,0,0,9,1,0,0,7,0,9
Auberge Gîte Bon Abri,30,30,27,24,30,21,31,33,36,27,38,6,30,20,42,13,0,6,11,1,0,4,4,0,0,1,0,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,3,12,0,1,0,1,0,0,1,1,19,20,0,0,11,27,0,0,2,3,0,6,12,0,0,0,1,0,0,19,11,17,12,6,21,9,28,2,23,1,2,30,23,21
Chalet La Grange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,2,0,1,0,0,1,1,0,0,3,0,0,0,1,0,0,3,1,1,0,0,2,1,0,1,1,0,0,0,2,4,7,2,2,0,6,0,5,1,0,0,1,0
Relais d'Arpette,0,135,123,0,132,107,110,0,119,46,70,56,98,74,66,47,27,31,7,12,14,27,14,15,11,19,8,13,23,27,14,12,15,28,21,31,0,0,24,20,19,5,17,22,31,9,10,12,8,7,11,23,20,7,42,17,43,33,9,9,17,49,13,46,25,10,7,6,9,11,49,36,16,2,21,34,29,82,25,17,19,17,61,21,62,22,15,17,35,53
Hôtel du Col de la Forclaz,12,12,15,12,12,11,11,13,10,6,10,12,7,9,7,10,0,14,1,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0
Auberge Mont-Blanc,27,24,32,32,30,27,30,25,10,15,28,24,8,8,18,3,0,4,3,1,4,0,0,0,2,4,2,0,1,0,0,0,0,0,0,8,0,0,0,0,0,4,0,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,0,4,0,5,2,2,0,0,7,0,0,0,0,6,0,6,4
La Grande Ourse,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,4,0,26,17,9,0,0,4,0,4,6,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,2,6,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,12,0,0,0,0,0,0,4
Refuge Le Peuty,17,19,23,0,0,18,19,15,16,15,17,3,4,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0
